fid,OBJECTID,MPDMR_NO,ARA_XCRD,ARA_YCRD,PRRCK_LARG,PRRCK_MDDL,LOCTN_ALTT,LOCTN_GRDN,EIGHT_ORBR,CLZN_CD,TPGRP_TPCD,PRDN_FOM_C,SLANT_TYP_,SLDPT_TPCD,SCSTX_CD,SLTP_CD,LDMARK_STN,MAP_LABEL_,Shape_Leng,Shape_Area
1134454,1134454,"37705044","207256.37","460374.11","1","11",69.099999999999994,20.300000000000001,67.799999999999997,"2","07","03","3","20","01","02","L102","B©ü",1063.496801651910300,24934.916099268215000
1134488,1134488,"37705044","208131","460462","1","11",141.699999999999990,14.600000000000000,296.199999999999990,"2","12","03","3","20","01","02","L102","B©ü",1953.628294054696700,45224.750329194809000
1134441,1134441,"37705044","206856.37","460404.11","1","11",60.299999999999997,7.100000000000000,244.800000000000010,"2","07","03","3","20","01","02","L102","B©ü",594.062856954061890,13979.972969363844000
1134492,1134492,"37705044","208147.23","460550.05","1","11",149.800000000000010,13.000000000000000,258.100000000000020,"2","12","03","1","10","01","26","L626","Er-c",770.204317812012390,16924.968202974971000
1134460,1134460,"37705044","207576.37","460554.11","1","11",65.200000000000003,22.199999999999999,160.099999999999990,"2","12","05","3","20","01","02","L102","B©ü",1051.545949367684900,17900.301784565803000
1134463,1134463,"37705044","207671.37","460659.11","1","11",79.900000000000006,9.800000000000001,289.000000000000000,"2","12","03","1","10","01","26","L626","Er-c",1771.868864098668800,42463.502221614326000
1134490,1134490,"37705044","208136.37","460744.11","1","11",150.699999999999990,26.100000000000001,257.800000000000010,"2","12","06","3","20","01","02","L102","B©ü",1517.847678568012000,39770.846110574232000
1134442,1134442,"37705044","206900.72","460680.1","1","11",45.000000000000000,6.400000000000000,25.100000000000001,"2","07","03","3","20","01","02","L102","B©ü",721.107922488336610,15518.609106253492000
1134479,1134479,"37705044","207916.37","460624.11","1","11",114.300000000000000,21.699999999999999,182.900000000000010,"2","12","03","1","10","01","26","L626","Er-c",474.458046131865840,9211.176259317633600
1134440,1134440,"37705044","206816.37","460609.11","1","11",49.700000000000003,17.899999999999999,315.600000000000020,"2","07","05","3","20","01","02","L102","B©ü",181.091672121695950,1656.685973232837100
1134457,1134457,"37705044","207510.09","460611.19","1","11",65.099999999999994,24.899999999999999,320.800000000000010,"2","12","03","3","20","01","02","L102","B©ü",234.659776740944490,1814.779902539030400
1134451,1134451,"37705044","207076.37","460669.11","1","11",48.899999999999999,14.800000000000001,349.199999999999990,"2","07","03","2","20","01","02","L102","B©ü",734.030331039589900,13699.682523942705000
1134468,1134468,"37705044","207791.37","460774.11","1","11",91.799999999999997,19.500000000000000,256.899999999999980,"2","12","05","3","30","01","02","L102","B©ü",1281.460319032090400,31417.662606157170000
1134494,1134494,"37705044","208191.37","460714.11","1","11",165.500000000000000,24.800000000000001,232.300000000000010,"2","12","03","1","10","01","26","L626","Er-c",570.662973087855110,14040.141094655477000
1136455,1136455,"37705044","208031","460663","1","11",130.500000000000000,24.699999999999999,173.199999999999990,"2","12","01","1","10","01","24","L624","Er©û",3957.656310251099100,93372.732235257703000
1134482,1134482,"37705044","207935.28","460677.39","1","11",108.300000000000000,5.100000000000000,188.099999999999990,"2","","","","","","99","L999","E",304.511803635100360,2641.148871186343100
1134483,1134483,"37705044","207991.37","460729.11","1","11",129.199999999999990,20.600000000000001,242.099999999999990,"2","12","03","3","20","01","02","L102","B©ü",666.909139494995200,8024.128971694632100
1134465,1134465,"37705044","207681.37","460884.11","1","11",76.400000000000006,8.400000000000000,316.300000000000010,"2","12","05","1","10","01","01","L101","B©û",955.168406507942340,25911.765529558084000
1134472,1134472,"37705044","207831.37","460894.11","1","11",100.400000000000010,7.000000000000000,299.800000000000010,"2","12","05","3","10","01","26","L626","Er-c",609.704677614637030,14055.886321712173000
1134485,1134485,"37705044","208026.37","460859.11","1","11",172.500000000000000,21.600000000000001,273.000000000000000,"2","","","","","","82","L983","R",181.797799002291210,1217.710457970804600
1134484,1134484,"37705044","208016.37","461004.11","1","11",153.199999999999990,28.100000000000001,236.199999999999990,"2","12","03","3","20","01","02","L102","B©ü",1601.693113859114600,39433.716444454505000
1134470,1134470,"37705044","207811.37","461079.11","1","11",114.700000000000000,21.500000000000000,281.000000000000000,"2","12","03","2","10","01","24","L624","Er©û",1086.711202833811700,31143.241611276444000
1134477,1134477,"37705044","207901.37","461004.11","1","11",141.199999999999990,32.600000000000001,190.900000000000010,"2","","","","","","82","L983","R",158.452629173526250,1327.307828829401200
1134478,1134478,"37705044","207901.37","461114.11","1","11",165.900000000000010,35.700000000000003,282.199999999999990,"2","","","","","","82","L983","R",647.903884123353690,10361.337912937133000
1136445,1136445,"37705034","207876","461293","1","11",133.400000000000010,15.400000000000000,213.699999999999990,"2","12","05","3","20","01","02","L102","B©ü",1310.636102741098100,34008.033908148907000
1134183,1134183,"37705034","207929.64","461223.92","1","11",163.599999999999990,25.399999999999999,292.500000000000000,"2","12","03","3","10","01","28","L828","Li",484.844061111005030,9382.404038124415800
1137024,1137024,"37705034","207544.64","461213.92","1","11",72.500000000000000,11.699999999999999,246.400000000000010,"2","12","03","1","10","01","26","L626","Er-c",660.907502015292490,14376.449732156671000
1137042,1137042,"37705044","206866.37","460569.11","1","11",67.900000000000006,11.600000000000000,291.100000000000020,"2","07","03","1","10","01","01","L101","B©û",849.402511458167280,20555.676871333544000
1134175,1134175,"37705034","207829.64","461413.92","1","11",186.199999999999990,26.300000000000001,160.800000000000010,"2","12","03","1","10","01","24","L624","Er©û",1384.818920110565800,44066.409980427401000
1134158,1134158,"37705034","207564.64","461298.92","1","11",65.099999999999994,16.000000000000000,238.800000000000010,"2","12","05","3","30","01","02","L102","B©ü",891.715104392343280,11582.481305539177000
1134182,1134182,"37705034","207925.22","461380.22","1","11",155.599999999999990,20.199999999999999,189.800000000000010,"2","","","","","","99","L999","E",392.699837992482120,8832.051660115183000
1134159,1134159,"37705034","207564.64","461373.92","1","11",85.500000000000000,34.399999999999999,236.000000000000000,"2","12","05","2","10","01","24","L624","Er©û",687.723996180475870,17140.476374005735000
1134169,1134169,"37705034","207714.64","461338.92","1","11",117.599999999999990,33.899999999999999,217.800000000000010,"2","","","","","","82","L983","R",314.338383259485340,2378.411593841672100
1134171,1134171,"37705034","207729.64","461383.92","1","11",146.400000000000010,30.199999999999999,213.300000000000010,"2","12","03","3","10","01","28","L828","Li",359.356327213156130,5648.822143309916100
1134157,1134157,"37705034","207519.64","461413.92","1","11",75.400000000000006,27.100000000000001,231.599999999999990,"2","12","05","3","20","01","02","L102","B©ü",423.375544992738360,7609.031086990932600
1134151,1134151,"37705034","207474.64","461458.92","1","11",74.400000000000006,23.399999999999999,230.400000000000010,"2","12","05","2","10","01","24","L624","Er©û",496.021790046872350,14280.926453491533000
1134162,1134162,"37705034","207639.64","461478.92","1","11",167.800000000000010,39.200000000000003,233.800000000000010,"2","","","","","","82","L983","R",1931.872634541375600,53958.622660471054000
1134187,1134187,"37705034","207975","461464","1","11",209.000000000000000,26.100000000000001,179.900000000000010,"2","12","03","2","20","01","02","L102","B©ü",515.949211427029130,14324.887365242041000
1134144,1134144,"37705034","207329.64","461528.92","1","11",59.299999999999997,13.400000000000000,176.099999999999990,"2","12","05","3","20","01","02","L102","B©ü",2088.631769631685100,75415.477108900450000
1134148,1134148,"37705034","207439.64","461538.92","1","11",85.400000000000006,16.300000000000001,263.500000000000000,"2","12","03","1","10","01","26","L626","Er-c",589.386093512193380,11775.632109651166000
1134139,1134139,"37705034","207189.1","461594.87","1","11",56.500000000000000,6.400000000000000,206.599999999999990,"2","","","","","","99","L999","E",458.163294426141480,11623.366509786298000
1134136,1134136,"37705034","206984.64","461548.92","1","11",46.299999999999997,7.100000000000000,252.400000000000010,"2","","","","","","82","L983","R",145.708237304153390,1355.388533421082000
1134172,1134172,"37705034","207734.64","461568.92","1","11",220.900000000000010,34.799999999999997,319.399999999999980,"2","12","03","2","10","01","28","L828","Li",887.046031580096380,11285.307244298558000
1134180,1134180,"37705034","207894.64","461703.92","1","11",316.600000000000020,39.399999999999999,294.399999999999980,"2","","","","","","82","L983","R",1089.308964199038200,40879.140190625840000
1134147,1134147,"37705034","207393.01","461618.82","1","11",76.500000000000000,15.500000000000000,251.599999999999990,"2","","","","","","99","L999","E",197.544050469048240,2304.317520713264500
1134161,1134161,"37705034","207574.64","461678.92","1","11",168.400000000000010,22.000000000000000,255.099999999999990,"2","12","03","1","10","01","24","L624","Er©û",1709.476033790044100,33931.557885811548000
1134140,1134140,"37705034","207194.64","461708.92","1","11",69.400000000000006,12.100000000000000,306.399999999999980,"2","12","05","1","10","01","01","L101","B©û",946.722487445504500,22640.093076528716000
1134153,1134153,"37705034","207494.64","461758.92","1","11",118.200000000000000,26.699999999999999,326.199999999999990,"2","12","06","3","20","01","02","L102","B©ü",1816.676719077942400,44624.167230661515000
1134191,1134191,"37705034","208049.64","461678.92","1","11",327.500000000000000,47.000000000000000,115.900000000000010,"2","12","03","2","10","01","28","L828","Li",278.230459384920550,2973.571328886751000
1134983,1134983,"37705054","207292.68","456659.11","1","11",61.200000000000003,13.300000000000001,248.599999999999990,"2","12","03","1","20","01","01","L101","B©û",979.413521095325220,17272.073930552073000
1134981,1134981,"37705054","207272.68","456594.11","1","11",51.600000000000001,21.199999999999999,291.899999999999980,"2","12","06","3","20","01","02","L102","B©ü",640.612906047005140,7909.331357112922000
1134982,1134982,"37705054","207282.68","456694.11","1","11",58.299999999999997,16.699999999999999,268.399999999999980,"2","12","05","3","20","01","02","L102","B©ü",320.006810175556210,3796.848211274832900
1134989,1134989,"37705054","207407.68","456994.11","1","11",77.200000000000003,15.300000000000001,299.899999999999980,"2","12","03","1","10","01","01","L101","B©û",2595.534590956424400,61981.316541907574000
1134988,1134988,"37705054","207372.68","456864.11","1","11",65.599999999999994,16.199999999999999,288.399999999999980,"2","12","05","3","30","01","02","L102","B©ü",816.255254190253940,12408.201249833159000
1134980,1134980,"37705054","207257.68","456439.11","1","11",38.500000000000000,12.900000000000000,243.000000000000000,"2","12","05","3","30","01","02","L102","B©ü",623.586088840678140,9698.536630724056500
1134986,1134986,"37705054","207352.68","456599.11","1","11",77.599999999999994,18.600000000000001,258.600000000000020,"2","12","03","1","10","01","24","L624","Er©û",676.031618686826730,12513.363038830894000
1134984,1134984,"37705054","207302.68","457119.11","1","11",44.899999999999999,12.199999999999999,279.500000000000000,"2","12","05","3","30","01","02","L102","B©ü",1045.325889065585200,16999.367213514153000
1134985,1134985,"37705054","207327.68","456769.11","1","11",63.399999999999999,17.300000000000001,280.600000000000020,"2","12","03","3","30","01","02","L102","B©ü",745.331782726875190,15576.828505706306000
1134987,1134987,"37705054","207372.68","456559.11","1","11",70.500000000000000,16.899999999999999,247.099999999999990,"2","12","06","3","20","01","02","L102","B©ü",570.926419467236540,7343.537949154849200
1134995,1134995,"37705054","207607.68","456244.11","1","11",78.299999999999997,9.699999999999999,233.599999999999990,"2","12","03","1","10","01","01","L101","B©û",1838.764136506118300,36659.087526600473000
1134993,1134993,"37705054","207502.68","456254.11","1","11",59.600000000000001,13.000000000000000,223.300000000000010,"2","12","06","3","30","01","02","L102","B©ü",586.280375528419090,9291.801314470103500
1134994,1134994,"37705054","207527.68","456509.11","1","11",86.400000000000006,16.000000000000000,241.400000000000010,"2","12","03","3","20","01","02","L102","B©ü",1700.874718573385700,50903.813730857859000
1134990,1134990,"37705054","207462.68","457069.11","1","11",65.200000000000003,18.699999999999999,336.500000000000000,"2","12","05","3","20","01","02","L102","B©ü",436.151066282256410,12594.376306004622000
1134992,1134992,"37705054","207487.68","456164.11","1","11",55.600000000000001,8.300000000000001,232.300000000000010,"2","12","06","3","30","01","02","L102","B©ü",1517.890941415257400,26891.793911308032000
1135003,1135003,"37705054","207797.68","456519.11","1","11",117.300000000000000,19.500000000000000,129.900000000000010,"2","12","01","1","10","01","24","L624","Er©û",3874.528996176148700,99360.982629480059000
1134991,1134991,"37705054","207487.68","456109.11","1","11",46.299999999999997,15.400000000000000,217.699999999999990,"2","","","","","","82","L983","R",165.090701644785900,1561.460839233302100
1134996,1134996,"37705054","207607.68","456884.11","1","11",99.599999999999994,17.899999999999999,29.199999999999999,"2","12","03","1","10","01","01","L101","B©û",1473.591805821157300,30288.601341083966000
1134998,1134998,"37705054","207692.68","456884.11","1","11",83.500000000000000,17.300000000000001,41.399999999999999,"2","12","05","3","20","01","02","L102","B©ü",403.101631298482570,5504.014758809481500
1135000,1135000,"37705054","207742.68","456779.11","1","11",95.299999999999997,16.199999999999999,54.799999999999997,"2","12","03","3","30","01","02","L102","B©ü",1024.285001255797600,24360.124883840028000
1134997,1134997,"37705054","207671.83","456142.57","1","11",67.200000000000003,8.000000000000000,225.000000000000000,"2","","","","","","91","L991","S",106.476960313234610,628.894591435950020
1134999,1134999,"37705054","207700.48","456559.02","1","11",158.900000000000010,14.199999999999999,69.799999999999997,"2","","","","","","91","L991","S",282.250032290439150,3909.138627712660800
1135001,1135001,"37705054","207757.74","456158.12","1","11",62.200000000000003,17.699999999999999,213.699999999999990,"2","12","05","3","20","01","02","L102","B©ü",575.619180465650860,6861.899139054531600
1135006,1135006,"37705054","207847.68","456459.11","1","11",89.200000000000003,16.000000000000000,110.700000000000000,"2","12","06","3","30","01","02","L102","B©ü",1403.907892208059800,32991.944672642559000
1135004,1135004,"37705054","207807.68","456749.11","1","11",90.599999999999994,21.500000000000000,39.600000000000001,"2","12","03","1","10","01","01","L101","B©û",659.038836407415370,13778.143734270679000
1135009,1135009,"37705054","207962.68","456354.11","1","11",68.900000000000006,10.500000000000000,111.200000000000000,"2","12","03","1","10","01","01","L101","B©û",1488.840979579641000,27350.109359963222000
1135008,1135008,"37705054","207917.68","456214.11","1","11",54.600000000000001,9.600000000000000,131.800000000000010,"2","12","05","3","20","01","02","L102","B©ü",792.229058963446050,14761.560841013363000
1135007,1135007,"37705054","207882.68","456054.11","1","11",55.600000000000001,17.899999999999999,151.199999999999990,"2","12","05","3","30","01","02","L102","B©ü",371.508961535332110,5059.608104064207500
1135005,1135005,"37705054","207830.73","456185.64","1","11",61.799999999999997,11.199999999999999,145.300000000000010,"2","","","","","","91","L991","S",178.063886426396270,2218.378820928628600
1135010,1135010,"37705054","207982.68","456314.11","1","11",60.799999999999997,9.199999999999999,136.300000000000010,"2","12","03","3","30","01","02","L102","B©ü",556.897957986780060,7710.349772277027100
1135011,1135011,"37705054","207987.68","456834.11","1","11",67.799999999999997,8.900000000000000,290.899999999999980,"2","12","06","3","30","01","02","L102","B©ü",862.528212115450060,26560.347269811482000
1135012,1135012,"37705054","207992.68","456539.11","1","11",69.500000000000000,8.300000000000001,157.099999999999990,"2","12","03","1","20","01","01","L101","B©û",601.805579736011400,11121.777392303191000
1135016,1135016,"37705054","208077.68","456994.11","1","11",58.399999999999999,22.199999999999999,65.700000000000003,"2","12","05","3","30","01","02","L102","B©ü",712.696003169522330,8558.452587547681100
1135013,1135013,"37705054","208012.68","456604.11","1","11",70.799999999999997,9.400000000000000,154.699999999999990,"2","12","06","3","30","01","02","L102","B©ü",483.692098120660660,10081.318100621129000
1135014,1135014,"37705054","208067.68","456924.11","1","11",77.599999999999994,14.400000000000000,57.200000000000003,"2","12","03","1","20","01","01","L101","B©û",877.967836481093850,20958.927529285917000
1135018,1135018,"37705054","208142.68","456824.11","1","11",70.099999999999994,17.800000000000001,30.500000000000000,"2","12","03","1","10","01","26","L626","Er-c",429.003061457740440,5667.092104150398900
1136465,1136465,"37705054","207403","456475","1","11",74.000000000000000,15.100000000000000,223.599999999999990,"2","12","03","1","10","01","25","L625","Er©ü",1650.437444150316700,44057.089604952394000
1136466,1136466,"37705054","207521.6","456909.1","1","11",96.400000000000006,6.100000000000000,7.700000000000000,"2","12","03","3","20","01","02","L102","B©ü",1277.289156820148500,26769.517013373879000
1136467,1136467,"37705054","207788.3","456227.05","1","11",79.299999999999997,15.100000000000000,161.599999999999990,"2","12","03","1","10","01","01","L101","B©û",1099.213454051644000,22828.290858957840000
1136780,1136780,"37705054","207552.58","457205.84","1","11",48.299999999999997,19.300000000000001,274.100000000000020,"2","12","05","3","20","01","02","L102","B©ü",463.489561522025950,5325.282359183268500
1136781,1136781,"37705054","207667.49","456083.46","1","11",60.399999999999999,14.199999999999999,159.800000000000010,"2","12","03","1","10","01","01","L101","B©û",805.011835564577720,17455.752394536175000
1136782,1136782,"37705054","207862.64","456669.8","1","11",89.200000000000003,18.800000000000001,83.700000000000003,"2","12","06","3","30","01","02","L102","B©ü",599.523434281543020,9586.598523179091000
1136783,1136783,"37705054","208112.46","456854.51","1","11",62.600000000000001,19.300000000000001,90.000000000000000,"2","12","05","3","30","01","02","L102","B©ü",456.755673441180140,6095.241922776755900
1134177,1134177,"37705034","207864.64","461838.92","1","11",261.300000000000010,25.500000000000000,248.300000000000010,"2","12","03","2","10","01","28","L828","Li",2682.113388278591200,64056.761890635629000
1134168,1134168,"37705034","207704.64","462593.92","1","11",245.000000000000000,25.399999999999999,232.900000000000010,"2","","","","","","82","L983","R",660.705768294216450,15894.606929377078000
1134163,1134163,"37705034","207639.64","461913.92","1","11",195.099999999999990,32.299999999999997,184.599999999999990,"2","","","","","","82","L983","R",208.602992159318720,2801.017995816500400
1134184,1134184,"37705034","207934.64","462493.92","1","11",251.800000000000010,22.699999999999999,240.500000000000000,"2","12","03","3","20","01","02","L102","B©ü",2288.891815302934900,64075.277045030991000
1134165,1134165,"37705034","207654.64","461838.92","1","11",167.099999999999990,20.199999999999999,239.800000000000010,"2","","","","","","82","L983","R",221.895260441978370,3259.170772700041700
1134167,1134167,"37705034","207689.64","462358.92","1","11",187.699999999999990,23.600000000000001,277.600000000000020,"2","","","","","","82","L983","R",449.155304837220630,5578.491453466083800
1134173,1134173,"37705034","207759.64","462213.92","1","11",243.900000000000010,30.300000000000001,355.000000000000000,"2","12","03","3","20","01","02","L102","B©ü",944.417651910037420,17240.031697679209000
1134166,1134166,"37705034","207689.64","461883.92","1","11",196.300000000000010,34.600000000000001,223.800000000000010,"2","12","03","1","10","01","24","L624","Er©û",161.535868680500300,1321.368267992084200
1134170,1134170,"37705034","207724.64","461908.92","1","11",229.900000000000010,36.500000000000000,217.099999999999990,"2","","","","","","82","L983","R",330.410700185915350,3719.827869668625700
1134193,1134193,"37705034","208084.64","462248.92","1","11",363.000000000000000,25.500000000000000,314.100000000000020,"2","12","01","1","10","01","24","L624","Er©û",5329.907614410179100,138289.522897785410000
1134181,1134181,"37705034","207894.64","462328.92","1","11",290.300000000000010,25.699999999999999,290.699999999999990,"2","12","03","1","10","01","01","L101","B©û",1102.247033952180800,30352.980891978539000
1134192,1134192,"37705034","208079.64","462533.92","1","11",313.600000000000020,27.399999999999999,252.900000000000010,"2","12","03","1","10","01","28","L828","Li",1614.459063706831100,40659.892640559498000
1134176,1134176,"37705034","207829.64","462403.92","1","11",235.800000000000010,29.899999999999999,296.199999999999990,"2","12","03","2","10","01","24","L624","Er©û",402.994002438914490,8163.645262908692500
1134174,1134174,"37705034","207804.64","462268.92","1","11",244.300000000000010,28.899999999999999,275.899999999999980,"2","","","","","","82","L983","R",244.063217422288600,2427.413656560374900
1134179,1134179,"37705034","207874.64","461948.92","1","11",318.199999999999990,30.500000000000000,229.000000000000000,"2","","","","","","82","L983","R",839.785597377219910,26118.175281884258000
1134178,1134178,"37705034","207864.64","462118.92","1","11",325.899999999999980,35.500000000000000,327.899999999999980,"2","","","","","","82","L983","R",447.927702047716820,5929.694584536631700
1134186,1134186,"37705034","207964.64","462173.92","1","11",332.100000000000020,26.399999999999999,332.300000000000010,"2","12","03","3","20","01","02","L102","B©ü",763.266501508377130,21253.315769873130000
1134185,1134185,"37705034","207959.64","462573.92","1","11",287.600000000000020,30.100000000000001,228.300000000000010,"2","","","","","","82","L983","R",313.232524645568450,2536.474595323221400
1134188,1134188,"37705034","207984.64","462618.92","1","11",308.300000000000010,14.900000000000000,236.699999999999990,"2","","","","","","82","L983","R",153.354977197520780,1396.610441127873900
1134196,1134196,"37705034","208094.64","462623.92","1","11",337.399999999999980,16.100000000000001,277.199999999999990,"2","12","03","2","20","01","02","L102","B©ü",613.614533480655040,8990.978521682634900
1134194,1134194,"37705034","208084.64","462583.92","1","11",333.199999999999990,20.500000000000000,213.500000000000000,"2","12","03","1","10","01","01","L101","B©û",651.872898669614980,9412.097545003585800
1134197,1134197,"37705034","208099.64","462468.92","1","11",320.300000000000010,21.399999999999999,265.199999999999990,"2","12","03","1","10","01","01","L101","B©û",507.276752304613300,9807.767231247526100
1134190,1134190,"37705034","208044.64","461883.92","1","11",367.500000000000000,36.100000000000001,235.599999999999990,"2","","","","","","82","L983","R",385.689371288131720,5258.040999192463500
1134202,1134202,"37705034","208169.64","461828.92","1","11",339.199999999999990,30.399999999999999,122.599999999999990,"2","","","","","","82","L983","R",213.254854444352190,1795.755046802456500
1137025,1137025,"37705034","208254.64","461858.92","1","11",294.100000000000020,29.000000000000000,124.599999999999990,"2","12","03","2","10","01","28","L828","Li",1006.811161612446800,18332.293455403629000
1760271,1760271,"37705034","208044.64","462763.92","1","11",329.800000000000010,18.800000000000001,310.300000000000010,"2","12","03","1","10","01","24","L624","Er©û",1294.604900705254500,29097.396101355142000
1134493,1134493,"37705044","208156.37","459379.11","1","11",84.400000000000006,10.600000000000000,69.500000000000000,"2","12","03","1","10","01","26","L626","Er-c",3441.279757942063000,121870.408896762990000
1134499,1134499,"37705044","208326.37","459449.11","1","11",45.600000000000001,8.699999999999999,143.599999999999990,"2","12","06","3","30","01","02","L102","B©ü",6031.241604559790200,202469.255424708160000
1134486,1134486,"37705044","208101.37","459274.11","1","11",69.299999999999997,14.699999999999999,204.800000000000010,"2","12","06","3","20","01","02","L102","B©ü",1184.493538649341900,33325.003056639107000
1134504,1134504,"37705044","208584.47","459300.92","1","11",37.799999999999997,2.300000000000000,161.599999999999990,"2","","","","","","99","L999","E",979.650534509614660,30298.706938288458000
1134471,1134471,"37705044","207831.37","459374.11","1","11",81.500000000000000,11.699999999999999,279.000000000000000,"2","12","03","1","20","01","01","L101","B©û",965.596097264314270,16359.804119731545000
1136459,1136459,"37705044","208692","459625","1","11",86.299999999999997,12.400000000000000,181.900000000000010,"2","12","03","1","10","01","01","L101","B©û",2075.768334222032100,115949.279542700140000
1134500,1134500,"37705044","208335.56","459373.33","1","11",43.299999999999997,4.200000000000000,121.000000000000000,"2","","","","","","99","L999","E",484.394459225242090,8584.379015590153400
1134491,1134491,"37705044","208141.37","459499.11","1","11",80.599999999999994,11.000000000000000,62.100000000000001,"2","12","03","1","10","01","01","L101","B©û",833.688631464902070,23185.665207817943000
1134501,1134501,"37705044","208441.37","459549.11","1","11",77.299999999999997,13.300000000000001,228.599999999999990,"2","12","03","1","10","01","01","L101","B©û",1277.223644652327000,45371.144839621520000
1136457,1136457,"37705044","208591","459647","1","11",73.799999999999997,18.800000000000001,238.800000000000010,"2","12","06","3","20","01","24","L624","Er©û",2464.543744904190600,125525.879286957610000
1134526,1134526,"37705045","209646.4","459515.89","1","11",45.000000000000000,1.400000000000000,253.199999999999990,"2","07","05","1","20","01","02","L102","B©ü",569.343044962071190,9971.934221688347000
1134521,1134521,"37705045","209216.4","459685.89","1","11",50.000000000000000,8.000000000000000,200.400000000000010,"2","12","05","3","20","01","02","L102","B©ü",1078.837104310949100,16687.292188953794000
1136461,1136461,"37705045","208923","459711","1","11",66.099999999999994,9.699999999999999,103.900000000000010,"2","12","03","2","30","01","02","L102","B©ü",1280.062841062296000,51724.809476132039000
1134498,1134498,"37705044","208251.37","459539.11","1","11",70.000000000000000,3.400000000000000,92.099999999999994,"2","12","03","1","10","01","24","L624","Er©û",332.488275179883540,5112.646502384423000
1134530,1134530,"37705045","209876.4","459610.89","1","11",49.299999999999997,8.100000000000000,261.600000000000020,"2","07","05","2","20","01","02","L102","B©ü",586.774253690783890,8299.148481078824300
1134512,1134512,"37705045","208885","459857","1","11",88.000000000000000,16.000000000000000,154.000000000000000,"2","12","03","1","10","01","01","L101","B©û",3817.015090207005400,124721.773270914190000
1134487,1134487,"37705044","208130.26","459726.04","1","11",75.000000000000000,1.000000000000000,225.000000000000000,"2","","","","","","99","L999","E",1467.783075636822800,103680.759245284370000
1134527,1134527,"37705045","209651.4","459775.89","1","11",45.399999999999999,6.500000000000000,252.099999999999990,"2","07","05","1","20","05","02","L102","B©ü",965.807335967619000,45743.531847283979000
1136454,1136454,"37705044","207987","460039","1","11",136.800000000000010,14.199999999999999,224.199999999999990,"2","12","01","1","10","01","01","L101","B©û",1726.317579331746200,56204.074538885427000
1134520,1134520,"37705045","209206.4","459785.89","1","11",50.399999999999999,2.200000000000000,75.299999999999997,"2","10","05","2","30","01","02","L102","B©ü",273.371632060646330,2802.279531282310000
1134495,1134495,"37705044","208203","460169","1","11",157.500000000000000,22.699999999999999,233.199999999999990,"2","12","01","1","10","01","01","L101","B©û",3688.989776906925300,152336.340967868510000
1134497,1134497,"37705044","208249","459977","1","11",106.000000000000000,18.100000000000001,172.000000000000000,"2","12","06","3","30","01","02","L102","B©ü",1161.144566380734200,28930.916792453889000
1134523,1134523,"37705045","209366.4","460020.89","1","11",49.600000000000001,3.300000000000000,146.000000000000000,"2","12","05","2","20","01","02","L102","B©ü",1933.400286080155400,68536.991289310783000
1134515,1134515,"37705045","208939","460018","1","11",77.200000000000003,8.699999999999999,134.500000000000000,"2","12","03","3","20","01","02","L102","B©ü",976.208461886960440,33597.015417226503000
1134489,1134489,"37705044","208136.37","460019.11","1","11",103.099999999999990,17.000000000000000,121.000000000000000,"2","12","06","3","30","01","02","L102","B©ü",889.467921908208610,28552.108408473465000
1134529,1134529,"37705045","209706.4","460130.89","1","11",63.000000000000000,16.699999999999999,316.500000000000000,"2","07","03","1","20","01","02","L102","B©ü",1346.089680736516100,27640.051107696301000
1134517,1134517,"37705045","208976.4","460185.89","1","11",68.900000000000006,14.500000000000000,18.699999999999999,"2","12","06","2","30","01","02","L102","B©ü",2294.409091495201200,61289.731889983486000
1134525,1134525,"37705045","209640.37","460030.02","1","11",59.100000000000001,15.900000000000000,142.099999999999990,"2","","","","","","93","L993","C",281.219536820776450,2191.915609272904000
1134475,1134475,"37705044","207881.37","460159.11","1","11",119.800000000000000,9.800000000000001,300.300000000000010,"2","12","03","1","10","01","26","L626","Er-c",741.787150438368490,22837.309648101007000
1134508,1134508,"37705044","208760.17","460187.16","1","11",95.500000000000000,0.000000000000000,-1.000000000000000,"2","","","","","","94","L994","W",309.049767798462880,5785.515918506175700
1136460,1136460,"37705045","208861","460236","1","11",100.500000000000000,14.100000000000000,62.100000000000001,"2","07","03","1","10","01","01","L101","B©û",3142.907000342280800,100197.906146361650000
1136458,1136458,"37705044","208614","460346","1","11",121.599999999999990,6.900000000000000,172.199999999999990,"2","12","06","3","30","01","02","L102","B©ü",2563.662962646384100,82349.843450251821000
1134524,1134524,"37705045","209631.4","460410.89","1","11",61.100000000000001,5.900000000000000,297.199999999999990,"2","07","03","1","10","01","01","L101","B©û",1008.761393622019100,14550.018045318253000
1134507,1134507,"37705044","208751.37","460414.11","1","11",121.700000000000000,8.900000000000000,146.099999999999990,"2","12","03","3","30","01","02","L102","B©ü",1057.032881191231400,28217.651158976074000
1134518,1134518,"37705045","208991.4","460580.89","1","11",87.700000000000003,19.000000000000000,110.000000000000000,"2","12","05","3","20","01","02","L102","B©ü",1740.031336579026900,26099.849173132658000
1136699,1136699,"37705044","208013.51","459918.61","1","11",105.400000000000010,14.600000000000000,106.700000000000000,"2","12","06","3","30","01","02","L102","B©ü",264.210154130917940,4319.967591911496100
1136700,1136700,"37705044","208003.54","459595.67","1","11",84.900000000000006,14.100000000000000,5.700000000000000,"2","12","03","1","10","01","26","L626","Er-c",115.069921948597520,497.890642584596040
